salary,district,code,sex
33010.55,PODKARPACKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
20591.14,SWIETOKRZYSKIE,Technicy i inny średni personel,Kobieta
21744.92,SWIETOKRZYSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
20139.55,SWIETOKRZYSKIE,Pracownicy biurowi,Kobieta
19872.68,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
23190.24,PODLASKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
29457.27,LUBELSKIE,Pracownicy usług i sprzedawcy,Mezczyzna
43355.45,SWIETOKRZYSKIE,Specjaliści,Kobieta
17663.17,LUBELSKIE,Specjaliści,Mezczyzna
46179.23,LUBELSKIE,Specjaliści,Mezczyzna
22177.95,PODKARPACKIE,Technicy i inny średni personel,Kobieta
86913.04,PODKARPACKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
31233.57,PODKARPACKIE,Technicy i inny średni personel,Kobieta
39628.64,PODKARPACKIE,Specjaliści,Kobieta
18346.41,PODKARPACKIE,Specjaliści,Kobieta
20344.06,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
32973.9,SWIETOKRZYSKIE,Specjaliści,Kobieta
33142.09,SWIETOKRZYSKIE,Specjaliści,Kobieta
37183.84,LUBELSKIE,Specjaliści,Kobieta
37577.57,LUBELSKIE,Specjaliści,Kobieta
42810.26,LUBELSKIE,Specjaliści,Kobieta
35331.03,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
37119.18,PODKARPACKIE,Specjaliści,Kobieta
44562.93,PODKARPACKIE,Specjaliści,Kobieta
41175.2,PODKARPACKIE,Pracownicy biurowi,Kobieta
35559.63,PODKARPACKIE,Pracownicy biurowi,Kobieta
46767.45,PODKARPACKIE,Technicy i inny średni personel,Kobieta
45276.71,PODKARPACKIE,Technicy i inny średni personel,Kobieta
46237.44,PODKARPACKIE,Pracownicy biurowi,Mezczyzna
28828.67,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
21999.98,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
22606.89,LUBELSKIE,Technicy i inny średni personel,Kobieta
18814.04,LUBELSKIE,Technicy i inny średni personel,Kobieta
37476.79,PODKARPACKIE,Specjaliści,Kobieta
30283.98,PODKARPACKIE,Pracownicy usług i sprzedawcy,Mezczyzna
12059.23,PODKARPACKIE,Technicy i inny średni personel,Kobieta
42494.68,PODKARPACKIE,Specjaliści,Kobieta
29127.61,POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
20097.06,POMORSKIE,Pracownicy wykonujący prace proste,Mezczyzna
31445.47,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
17730.53,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
1325.38,POMORSKIE,Specjaliści,Kobieta
42316.87,PODLASKIE,Specjaliści,Kobieta
4202.78,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
48880.54,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
27177.77,LUBELSKIE,Pracownicy biurowi,Kobieta
37693.22,LUBELSKIE,Specjaliści,Kobieta
44969.66,LUBELSKIE,Specjaliści,Kobieta
47280.4,LUBELSKIE,Specjaliści,Kobieta
14326.12,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
25404.78,LUBELSKIE,Technicy i inny średni personel,Mezczyzna
22257.07,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
12091.81,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
25286.03,PODKARPACKIE,Specjaliści,Mezczyzna
7143.45,PODKARPACKIE,Specjaliści,Kobieta
34689.85,PODKARPACKIE,Specjaliści,Kobieta
20282.49,PODKARPACKIE,Specjaliści,Kobieta
26629.27,PODKARPACKIE,Specjaliści,Kobieta
23683.22,PODLASKIE,Specjaliści,Kobieta
28427.18,WARMINSKO-MAZURSKIE,Technicy i inny średni personel,Kobieta
49988.84,PODKARPACKIE,Specjaliści,Kobieta
33075.29,PODKARPACKIE,Technicy i inny średni personel,Mezczyzna
37145.23,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
34573.91,WARMINSKO-MAZURSKIE,Pracownicy biurowi,Kobieta
23809.58,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
5248.3,SWIETOKRZYSKIE,Specjaliści,Kobieta
18430.16,SWIETOKRZYSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
43877.64,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
32608.84,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
41615.14,SWIETOKRZYSKIE,Specjaliści,Kobieta
42435.71,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
68919.74,SWIETOKRZYSKIE,Specjaliści,Kobieta
50115.24,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
29584.68,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
29816.19,LUBELSKIE,Specjaliści,Mezczyzna
50272.43,LUBELSKIE,Specjaliści,Kobieta
16598.91,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
33899.77,LUBELSKIE,Specjaliści,Kobieta
49393.38,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
50268.85,LUBELSKIE,Specjaliści,Kobieta
60176.75,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
33399.07,WARMINSKO-MAZURSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
41383.24,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
11848.03,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
48211.33,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
33192.61,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
28477.56,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
32272.97,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
24560.93,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
46906.43,PODLASKIE,Technicy i inny średni personel,Kobieta
16812.16,SWIETOKRZYSKIE,Pracownicy wykonujący prace proste,Kobieta
42804.86,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
27617.85,SWIETOKRZYSKIE,Specjaliści,Kobieta
38010.58,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
1768.57,SWIETOKRZYSKIE,Specjaliści,Kobieta
39325.24,PODLASKIE,Specjaliści,Kobieta
29812.21,PODLASKIE,Specjaliści,Kobieta
9083.37,PODLASKIE,Specjaliści,Kobieta
27965.7,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
22640.6,PODLASKIE,Specjaliści,Kobieta
56707.8,PODLASKIE,Technicy i inny średni personel,Kobieta
16799.51,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
17528.91,PODLASKIE,Pracownicy biurowi,Kobieta
33482.34,PODLASKIE,Specjaliści,Kobieta
35853.98,PODLASKIE,Specjaliści,Kobieta
14402.28,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
30113.29,POMORSKIE,Specjaliści,Kobieta
8104.09,POMORSKIE,Specjaliści,Kobieta
41798.75,POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
63743.58,POMORSKIE,Specjaliści,Kobieta
48809.58,POMORSKIE,Specjaliści,Kobieta
14021.39,POMORSKIE,Pracownicy biurowi,Kobieta
26991.58,POMORSKIE,Specjaliści,Kobieta
4990.57,POMORSKIE,Specjaliści,Kobieta
33500.61,POMORSKIE,Specjaliści,Kobieta
33772.64,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
13147.47,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
26747.25,PODLASKIE,Specjaliści,Kobieta
35728.38,LUBELSKIE,Specjaliści,Kobieta
10020.13,LUBELSKIE,Specjaliści,Kobieta
67268.21,POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
63812.63,WARMINSKO-MAZURSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
44013.32,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Mezczyzna
14588.16,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
18415.9,PODKARPACKIE,Pracownicy biurowi,Kobieta
57068.38,LUBELSKIE,Technicy i inny średni personel,Mezczyzna
26203.05,PODKARPACKIE,Pracownicy wykonujący prace proste,Mezczyzna
37876.28,POMORSKIE,Specjaliści,Kobieta
15125.97,POMORSKIE,Specjaliści,Kobieta
28725.88,WARMINSKO-MAZURSKIE,Technicy i inny średni personel,Mezczyzna
8520.66,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
18197.12,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
13880.01,PODKARPACKIE,Specjaliści,Kobieta
34304.45,PODKARPACKIE,Specjaliści,Kobieta
23436.74,PODKARPACKIE,Specjaliści,Kobieta
27499.27,POMORSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
38149.19,POMORSKIE,Specjaliści,Mezczyzna
24293.04,POMORSKIE,Pracownicy biurowi,Kobieta
27484.97,POMORSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
15644.53,LUBELSKIE,Pracownicy usług i sprzedawcy,Kobieta
18171.28,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
44840.83,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
45222.27,POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
52546.23,POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
36404.47,LUBELSKIE,Pracownicy biurowi,Mezczyzna
54916.34,LUBELSKIE,Specjaliści,Kobieta
18148.44,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
45191.01,PODLASKIE,Pracownicy biurowi,Mezczyzna
33252.82,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
58325.39,PODLASKIE,Specjaliści,Mezczyzna
37678.62,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
45376.7,PODLASKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
49425.72,PODLASKIE,Technicy i inny średni personel,Kobieta
538680.18,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
38082.89,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
128820.16,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
91309.93,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
121313.45,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
17423.82,PODLASKIE,Pracownicy biurowi,Kobieta
30491.46,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
30951.31,PODLASKIE,Technicy i inny średni personel,Kobieta
43600.77,PODLASKIE,Technicy i inny średni personel,Mezczyzna
39831.36,PODLASKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
25018.79,PODLASKIE,Specjaliści,Kobieta
18131.19,PODLASKIE,Pracownicy biurowi,Mezczyzna
23826.41,PODLASKIE,Pracownicy biurowi,Kobieta
48441.56,PODKARPACKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
61632.08,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
51907.37,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
13168.07,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
39547.27,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
23676.9,SWIETOKRZYSKIE,Pracownicy biurowi,Kobieta
12177.38,SWIETOKRZYSKIE,Specjaliści,Kobieta
48457.04,SWIETOKRZYSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
20789.68,PODKARPACKIE,Specjaliści,Mezczyzna
26718.6,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
84807.97,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
87152.57,PODKARPACKIE,Specjaliści,Mezczyzna
31735.5,PODKARPACKIE,Specjaliści,Mezczyzna
80408.38,PODKARPACKIE,Specjaliści,Mezczyzna
33441.18,PODKARPACKIE,Specjaliści,Mezczyzna
16784.66,PODKARPACKIE,Specjaliści,Kobieta
19571.23,PODKARPACKIE,Pracownicy biurowi,Kobieta
22286.56,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
21305.77,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
26767.87,PODKARPACKIE,Specjaliści,Mezczyzna
26481.68,POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
37253.19,LUBELSKIE,Specjaliści,Kobieta
29128.51,LUBELSKIE,Specjaliści,Kobieta
16566.72,POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
26293.99,WARMINSKO-MAZURSKIE,Pracownicy biurowi,Kobieta
20094.35,LUBELSKIE,Specjaliści,Kobieta
28265.87,LUBELSKIE,Specjaliści,Kobieta
44861.36,PODLASKIE,Specjaliści,Kobieta
37718.94,PODLASKIE,Specjaliści,Kobieta
35621.46,PODLASKIE,Specjaliści,Kobieta
7477.73,PODKARPACKIE,Specjaliści,Kobieta
21956.24,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
24252.5,POMORSKIE,Pracownicy wykonujący prace proste,Mezczyzna
39592.74,POMORSKIE,Specjaliści,Kobieta
22691.24,POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
17100.53,LUBELSKIE,Technicy i inny średni personel,Kobieta
37640.7,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
17253.47,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
30957.9,LUBELSKIE,Specjaliści,Mezczyzna
38526.56,PODLASKIE,Specjaliści,Kobieta
27742.05,PODLASKIE,Technicy i inny średni personel,Kobieta
53798.89,POMORSKIE,Specjaliści,Mezczyzna
17974.53,POMORSKIE,Technicy i inny średni personel,Kobieta
36455.41,PODKARPACKIE,Specjaliści,Kobieta
19378.69,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
31312.86,PODKARPACKIE,Specjaliści,Kobieta
20038.26,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
12700.33,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
27135.55,PODKARPACKIE,Technicy i inny średni personel,Mezczyzna
17943.12,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
16523.34,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
24679.86,PODKARPACKIE,Technicy i inny średni personel,Kobieta
24566.86,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
22981.64,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
37010.5,POMORSKIE,Specjaliści,Kobieta
9273.99,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
13841.33,WARMINSKO-MAZURSKIE,Technicy i inny średni personel,Kobieta
16386.26,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
22817.32,POMORSKIE,Specjaliści,Kobieta
43376.48,POMORSKIE,Specjaliści,Mezczyzna
21879.04,POMORSKIE,Specjaliści,Mezczyzna
44937.97,LUBELSKIE,Specjaliści,Mezczyzna
40425.88,LUBELSKIE,Specjaliści,Kobieta
23019.2,PODKARPACKIE,Technicy i inny średni personel,Kobieta
24197.52,PODKARPACKIE,Technicy i inny średni personel,Kobieta
18778.15,POMORSKIE,Technicy i inny średni personel,Kobieta
21887.32,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
15173.84,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
22434.75,PODKARPACKIE,Pracownicy biurowi,Mezczyzna
16304.66,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
31337.41,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
20250.05,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
23854.87,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
37629.63,SWIETOKRZYSKIE,Specjaliści,Kobieta
14667.32,WARMINSKO-MAZURSKIE,Pracownicy biurowi,Kobieta
15273.85,POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
32775.86,PODKARPACKIE,Pracownicy biurowi,Kobieta
111435.83,SWIETOKRZYSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
52844.15,SWIETOKRZYSKIE,Technicy i inny średni personel,Kobieta
76843.41,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
87502.48,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
46396.09,LUBELSKIE,Technicy i inny średni personel,Mezczyzna
64406.56,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
32113.05,LUBELSKIE,Specjaliści,Mezczyzna
2530.22,LUBELSKIE,Specjaliści,Mezczyzna
28495.9,PODKARPACKIE,Technicy i inny średni personel,Kobieta
22555.74,PODKARPACKIE,Specjaliści,Kobieta
25366.45,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
18377.48,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
20587.32,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
11119.7,POMORSKIE,Pracownicy biurowi,Kobieta
43751.15,LUBELSKIE,Pracownicy usług i sprzedawcy,Kobieta
32967.18,LUBELSKIE,Pracownicy usług i sprzedawcy,Kobieta
27772.53,LUBELSKIE,Pracownicy usług i sprzedawcy,Kobieta
36820.25,SWIETOKRZYSKIE,Specjaliści,Mezczyzna
36384.17,SWIETOKRZYSKIE,Technicy i inny średni personel,Kobieta
23263.41,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Mezczyzna
34752.97,PODKARPACKIE,Specjaliści,Kobieta
8323.39,PODKARPACKIE,Technicy i inny średni personel,Mezczyzna
30007.21,PODKARPACKIE,Specjaliści,Kobieta
20052.58,WARMINSKO-MAZURSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
27286.69,LUBELSKIE,Pracownicy wykonujący prace proste,Mezczyzna
51797.69,SWIETOKRZYSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
32098.66,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
20225.37,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
25809.67,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
43488.13,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
30906.72,PODLASKIE,Pracownicy biurowi,Kobieta
24163.01,PODLASKIE,Pracownicy wykonujący prace proste,Mezczyzna
25895.84,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
27326.29,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
26315.42,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
26905.46,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
19038.46,PODLASKIE,Pracownicy biurowi,Mezczyzna
36101.07,PODKARPACKIE,Specjaliści,Kobieta
23555.62,PODKARPACKIE,Technicy i inny średni personel,Kobieta
36171.3,SWIETOKRZYSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
33193.58,SWIETOKRZYSKIE,Operatorzy i monterzy maszyn i urządzeń,Kobieta
35331.11,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
39972.37,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
8741.75,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
29869.87,LUBELSKIE,Technicy i inny średni personel,Kobieta
38319.36,PODLASKIE,Specjaliści,Kobieta
37409.31,PODLASKIE,Specjaliści,Kobieta
16753.95,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
21375.57,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
23964.93,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
33303.66,WARMINSKO-MAZURSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
34366.11,SWIETOKRZYSKIE,Pracownicy biurowi,Kobieta
31269.98,SWIETOKRZYSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
70027.28,POMORSKIE,Technicy i inny średni personel,Kobieta
16240.17,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
15588.16,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
15973.03,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
28262.69,SWIETOKRZYSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
11624.89,LUBELSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
35527.25,PODKARPACKIE,Specjaliści,Kobieta
20599.03,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
37554.56,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
13570.85,LUBELSKIE,Specjaliści,Kobieta
44785.47,LUBELSKIE,Specjaliści,Kobieta
13920.49,PODLASKIE,Specjaliści,Mezczyzna
8525.51,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
40848.52,LUBELSKIE,Specjaliści,Mezczyzna
16230.08,LUBELSKIE,Specjaliści,Mezczyzna
46263.59,PODLASKIE,Specjaliści,Kobieta
17775.04,PODLASKIE,Pracownicy wykonujący prace proste,Mezczyzna
12112.24,LUBELSKIE,Specjaliści,Kobieta
18131.36,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
19450.2,POMORSKIE,Specjaliści,Kobieta
93865.13,PODKARPACKIE,Pracownicy biurowi,Kobieta
22070.82,POMORSKIE,Specjaliści,Mezczyzna
14143.72,POMORSKIE,Pracownicy biurowi,Kobieta
6930.63,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
23686.09,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
46935.45,LUBELSKIE,Specjaliści,Kobieta
34437.35,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
2787.27,WARMINSKO-MAZURSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
31663.37,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
11683.94,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
16494.38,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
16523.22,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
38198.54,PODKARPACKIE,Specjaliści,Mezczyzna
1160.13,PODKARPACKIE,Specjaliści,Kobieta
3691.48,PODKARPACKIE,Specjaliści,Kobieta
35715.25,PODKARPACKIE,Specjaliści,Kobieta
23165.75,PODKARPACKIE,Specjaliści,Kobieta
6435.86,PODKARPACKIE,Specjaliści,Mezczyzna
34372.87,PODKARPACKIE,Specjaliści,Kobieta
5880.94,PODKARPACKIE,Pracownicy wykonujący prace proste,Mezczyzna
10486.25,PODKARPACKIE,Pracownicy wykonujący prace proste,Mezczyzna
10821.3,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
30519.22,PODKARPACKIE,Specjaliści,Kobieta
27765.82,PODKARPACKIE,Specjaliści,Mezczyzna
19814.45,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
53649.09,PODKARPACKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
3631.09,LUBELSKIE,Specjaliści,Kobieta
3921.78,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
34191.7,LUBELSKIE,Specjaliści,Kobieta
16605.85,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
22297.25,LUBELSKIE,Specjaliści,Mezczyzna
38785.51,LUBELSKIE,Specjaliści,Kobieta
41852.64,LUBELSKIE,Specjaliści,Kobieta
32266.57,LUBELSKIE,Specjaliści,Kobieta
28062.09,PODKARPACKIE,Specjaliści,Kobieta
40321.63,PODKARPACKIE,Specjaliści,Kobieta
20152.48,PODKARPACKIE,Specjaliści,Kobieta
30040.68,PODKARPACKIE,Specjaliści,Mezczyzna
20979.4,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
1469.74,LUBELSKIE,Specjaliści,Mezczyzna
11652.11,LUBELSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
40161.89,LUBELSKIE,Specjaliści,Kobieta
37074.99,LUBELSKIE,Specjaliści,Kobieta
14671.23,LUBELSKIE,Specjaliści,Mezczyzna
2063.21,PODKARPACKIE,Specjaliści,Mezczyzna
21081.38,PODKARPACKIE,Pracownicy wykonujący prace proste,Mezczyzna
43433.04,PODKARPACKIE,Specjaliści,Kobieta
19321.45,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
18193.53,POMORSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
39662.32,POMORSKIE,Specjaliści,Mezczyzna
7817.47,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
36588.96,PODLASKIE,Specjaliści,Mezczyzna
41395.63,LUBELSKIE,Specjaliści,Mezczyzna
28227.84,POMORSKIE,Specjaliści,Mezczyzna
35874.3,LUBELSKIE,Specjaliści,Kobieta
22389.21,LUBELSKIE,Specjaliści,Mezczyzna
34066.25,LUBELSKIE,Specjaliści,Mezczyzna
38160.26,LUBELSKIE,Specjaliści,Kobieta
6132.03,LUBELSKIE,Specjaliści,Kobieta
31678.08,LUBELSKIE,Specjaliści,Kobieta
15376.3,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
36249.49,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
19179.46,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
31041.54,LUBELSKIE,Specjaliści,Kobieta
37081.52,LUBELSKIE,Specjaliści,Kobieta
7800.05,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
25760.45,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
38853.31,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
9975.43,LUBELSKIE,Specjaliści,Kobieta
5261.97,LUBELSKIE,Specjaliści,Kobieta
40732.41,LUBELSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
10765.39,LUBELSKIE,Pracownicy biurowi,Kobieta
23013.35,PODLASKIE,Specjaliści,Kobieta
11149.37,PODLASKIE,Specjaliści,Kobieta
19241.44,PODLASKIE,Pracownicy wykonujący prace proste,Mezczyzna
32818.73,PODLASKIE,Specjaliści,Kobieta
37565.93,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
14233.24,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
40382.62,SWIETOKRZYSKIE,Specjaliści,Kobieta
24308.57,SWIETOKRZYSKIE,Specjaliści,Kobieta
11061.74,SWIETOKRZYSKIE,Pracownicy wykonujący prace proste,Mezczyzna
9368.97,POMORSKIE,Specjaliści,Kobieta
49514.92,POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
28697.54,POMORSKIE,Specjaliści,Kobieta
6915.81,SWIETOKRZYSKIE,Specjaliści,Kobieta
